DSEX,Date,Open,High,Low,Close,64248935
DSEX,06/23/2013,4213.92,4270.48,4170.15,4170.15,135757434
DSEX,06/24/2013,4170.15,4199.28,4121.68,4146.55,104697486
DSEX,06/26/2013,4146.55,4235.94,4146.55,4190.09,138399277
DSEX,06/27/2013,4190.09,4215.52,4149.16,4149.16,116693247
DSEX,06/30/2013,4149.16,4152.02,4067.89,4104.64,105737563
DSEX,07/02/2013,4104.64,4240.50,4104.64,4224.16,133368970
DSEX,07/03/2013,4224.16,4270.93,4224.16,4231.95,159585620
DSEX,07/04/2013,4231.95,4285.10,4231.95,4270.42,195339099
DSEX,07/07/2013,4270.42,4334.12,4270.42,4278.09,185911996
DSEX,07/08/2013,4278.09,4294.36,4263.23,4263.23,206344283
DSEX,07/09/2013,4263.23,4338.53,4263.23,4321.31,240925332
DSEX,07/10/2013,4321.31,4423.29,4321.31,4345.45,185828424
DSEX,07/11/2013,4345.45,4385.07,4262.93,4262.93,118546624
DSEX,07/14/2013,4262.93,4304.52,4195.48,4206.60,90901527
DSEX,07/15/2013,4206.60,4310.55,4206.60,4275.49,118903715
DSEX,07/16/2013,4275.49,4368.05,4275.49,4295.83,155310110
DSEX,07/17/2013,4295.83,4355.33,4281.18,4284.13,151748320
DSEX,07/18/2013,4284.13,4285.71,4215.73,4223.61,130255495
DSEX,07/21/2013,4223.61,4270.57,4082.98,4090.02,104164110
DSEX,07/22/2013,4090.02,4133.95,4047.65,4054.74,77986845
DSEX,07/23/2013,4054.74,4075.86,3929.57,3929.57,81745941
DSEX,07/24/2013,3929.57,4090.55,3923.37,4076.50,90323005
DSEX,07/25/2013,4076.50,4117.08,3975.41,3979.19,90954929
DSEX,07/28/2013,3979.19,3982.18,3898.66,3919.72,44034025
DSEX,07/29/2013,3919.72,3993.46,3919.72,3975.12,59123936
DSEX,07/30/2013,3975.12,4020.99,3952.81,3957.20,71397086
DSEX,07/31/2013,3957.20,4001.20,3938.87,3940.80,71865256
DSEX,08/01/2013,3940.80,3944.54,3894.81,3911.75,62537500
DSEX,08/04/2013,3911.75,3911.75,3823.73,3833.53,44417305
DSEX,08/05/2013,3833.53,3901.45,3831.40,3891.97,41653243
DSEX,08/12/2013,3891.97,3926.44,3871.07,3916.83,33270272
DSEX,08/13/2013,3916.83,3988.03,3916.83,3979.35,61123175
DSEX,08/14/2013,3979.35,3995.53,3961.97,3983.46,80587884
DSEX,08/18/2013,3983.46,4043.23,3983.46,4033.77,95290986
DSEX,08/19/2013,4033.77,4092.22,4009.87,4083.91,90492550
DSEX,08/20/2013,4083.91,4147.94,4082.34,4082.67,113337417
DSEX,08/21/2013,4082.67,4129.87,4068.72,4068.72,102283275
DSEX,08/22/2013,4068.72,4135.99,4068.72,4125.27,131415994
DSEX,08/25/2013,4125.27,4198.65,4125.27,4163.18,136947246
DSEX,08/26/2013,4163.18,4201.56,4132.96,4134.12,100760648
DSEX,08/27/2013,4134.12,4179.60,4132.13,4132.13,113953843
DSEX,08/29/2013,4132.13,4159.92,4115.14,4127.48,89188578
DSEX,09/01/2013,4127.48,4176.61,4127.48,4140.30,95298226
DSEX,09/02/2013,4140.30,4162.19,4100.35,4100.35,83341872
DSEX,09/03/2013,4100.35,4143.34,4093.98,4127.61,73204713
DSEX,09/04/2013,4127.61,4180.77,4127.08,4128.18,97341152
DSEX,09/05/2013,4128.18,4154.35,4118.49,4118.49,83107504
DSEX,09/08/2013,4118.49,4133.04,4072.68,4077.36,58444477
DSEX,09/09/2013,4077.36,4111.16,4058.25,4071.16,76590579
DSEX,09/10/2013,4071.16,4116.77,4071.16,4073.63,107585696
DSEX,09/11/2013,4073.63,4111.23,4073.63,4076.96,97615694
DSEX,09/12/2013,4076.96,4109.89,4076.96,4077.94,97547534
DSEX,09/15/2013,4077.94,4123.90,4077.94,4123.90,119917987
DSEX,09/16/2013,4123.90,4137.93,4123.90,4137.93,113027245
DSEX,09/17/2013,4137.93,4137.93,4118.81,4118.81,155660652
DSEX,09/18/2013,4118.81,4163.72,4115.93,4116.16,150742103
DSEX,09/19/2013,4116.16,4137.77,4082.31,4097.71,107875458
DSEX,09/22/2013,4097.71,4101.85,4036.78,4036.78,96138195
DSEX,09/23/2013,4036.78,4053.22,4019.23,4021.08,133348061
DSEX,09/24/2013,4021.08,4066.54,4021.08,4030.09,116506353
DSEX,09/25/2013,4030.09,4052.39,3998.48,4005.92,82891695
DSEX,09/26/2013,4005.92,4037.26,3999.39,4013.37,82311274
DSEX,09/29/2013,4013.37,4034.81,3966.81,3968.79,96783039
DSEX,09/30/2013,3968.79,3968.79,3929.17,3937.68,69624767
DSEX,10/01/2013,3937.68,3966.94,3927.87,3928.48,64940448
DSEX,10/02/2013,3928.48,3964.62,3928.48,3954.48,86234958
DSEX,10/03/2013,3954.48,3987.17,3948.44,3948.44,69061326
