DSEX,Date,Open,High,Low,Close,64248935
DSEX,12/18/2014,4839.27,4874.91,4837.92,4856.41,59862103
DSEX,12/21/2014,4857.18,4864.98,4839.42,4849.68,65409054
DSEX,12/22/2014,4850.67,4885.30,4849.68,4868.47,64582910
DSEX,12/23/2014,4867.58,4869.49,4835.62,4838.63,53851718
DSEX,12/24/2014,4838.00,4838.63,4809.24,4823.57,48621240
DSEX,12/28/2014,4823.65,4833.12,4784.57,4801.34,40345235
DSEX,12/29/2014,4801.34,4825.36,4795.96,4814.16,50145954
DSEX,12/30/2014,4814.77,4873.90,4814.16,4864.96,65694198
DSEX,01/01/2015,4864.96,4946.89,4864.96,4941.51,56390929
DSEX,01/05/2015,4943.65,4950.33,4901.19,4926.40,44673845
DSEX,01/06/2015,4930.66,4972.33,4926.40,4969.67,72220246
DSEX,01/07/2015,4979.95,4987.88,4956.96,4963.66,70960667
DSEX,01/08/2015,4968.33,4970.94,4943.81,4968.71,72424346
DSEX,01/11/2015,4970.44,4970.90,4939.86,4943.99,82894431
DSEX,01/12/2015,4943.58,4965.72,4931.30,4956.92,100904056
DSEX,01/13/2015,4965.87,4980.91,4956.92,4969.73,99946760
DSEX,01/14/2015,4967.01,4970.93,4945.89,4951.68,102313369
DSEX,01/15/2015,4952.55,4959.32,4935.59,4956.09,86799671
DSEX,01/18/2015,4957.45,4959.72,4913.55,4917.37,63184220
DSEX,01/19/2015,4917.37,4918.20,4859.19,4867.08,76727877
DSEX,01/20/2015,4867.08,4888.83,4845.82,4856.94,69194847
DSEX,01/21/2015,4856.94,4861.05,4752.59,4783.21,86692499
DSEX,01/22/2015,4783.21,4810.84,4771.31,4797.95,63944454
DSEX,01/25/2015,4797.95,4802.92,4711.28,4716.76,61933687
DSEX,01/26/2015,4716.76,4746.49,4694.10,4708.33,60806355
DSEX,01/27/2015,4708.33,4758.93,4684.12,4757.10,60214042
DSEX,01/28/2015,4757.10,4776.05,4729.55,4747.63,62420923
DSEX,01/29/2015,4747.63,4748.65,4705.07,4724.04,58045175
DSEX,02/01/2015,4724.04,4724.04,4630.98,4654.95,52620722
DSEX,02/02/2015,4654.95,4654.95,4574.39,4618.43,61244658
DSEX,02/03/2015,4618.43,4661.24,4590.82,4656.47,56915369
DSEX,02/04/2015,4656.47,4671.28,4620.69,4668.05,50839194
DSEX,02/05/2015,4668.05,4696.71,4638.29,4685.03,60451169
DSEX,02/08/2015,4685.03,4727.94,4664.27,4701.60,57954671
DSEX,02/09/2015,4701.60,4727.92,4697.76,4712.56,62913066
DSEX,02/10/2015,4712.56,4791.81,4712.56,4786.69,72952680
DSEX,02/11/2015,4786.69,4821.47,4769.03,4810.53,92300669
DSEX,02/12/2015,4810.53,4843.21,4806.18,4841.72,94523353
DSEX,02/15/2015,4841.72,4851.58,4820.43,4831.17,76948799
DSEX,02/16/2015,4831.17,4832.37,4762.36,4769.47,83739633
DSEX,02/17/2015,4769.47,4806.37,4747.57,4800.40,78120564
DSEX,02/18/2015,4800.40,4827.26,4796.81,4802.27,75901007
DSEX,02/19/2015,4802.27,4803.12,4780.27,4788.23,65188519
DSEX,02/22/2015,4788.23,4805.18,4776.59,4802.17,54642275
DSEX,02/23/2015,4802.17,4837.84,4802.17,4808.64,68128195
DSEX,02/24/2015,4808.64,4836.16,4795.48,4801.14,65338279
DSEX,02/25/2015,4801.14,4810.23,4737.59,4742.22,76597803
DSEX,02/26/2015,4746.74,4773.68,4742.22,4763.21,62428324
DSEX,03/01/2015,4763.21,4784.00,4733.27,4739.65,72937351
DSEX,03/02/2015,4739.65,4756.07,4714.64,4719.40,71134564
DSEX,03/03/2015,4719.40,4730.27,4686.52,4695.79,53249328
DSEX,03/04/2015,4695.79,4708.22,4675.38,4681.53,53313791
DSEX,03/05/2015,4681.53,4687.50,4653.69,4664.91,67944326
DSEX,03/08/2015,4664.91,4664.91,4614.12,4624.94,57006762
DSEX,03/09/2015,4624.94,4651.58,4623.06,4626.22,70204311
DSEX,03/10/2015,4626.22,4656.93,4625.87,4649.30,56678400
DSEX,03/11/2015,4649.30,4656.89,4582.00,4585.72,62166939
DSEX,03/12/2015,4585.72,4585.72,4536.53,4556.94,60743453
DSEX,03/15/2015,4556.94,4575.29,4536.39,4536.39,52350994
DSEX,03/16/2015,4541.09,4541.09,4474.90,4477.99,61285339
DSEX,03/18/2015,4477.99,4477.99,4392.37,4442.81,62890174
DSEX,03/19/2015,4442.81,4489.81,4442.81,4468.02,40066737
DSEX,03/22/2015,4468.02,4537.54,4468.02,4533.21,60700751
DSEX,03/23/2015,4533.21,4558.63,4497.65,4506.55,68026649
DSEX,03/24/2015,4506.55,4524.92,4490.47,4493.40,58368413
DSEX,03/25/2015,4493.40,4509.30,4483.79,4509.30,68152252
DSEX,03/29/2015,4521.89,4576.58,4509.30,4558.08,71165116
DSEX,03/30/2015,4560.56,4560.56,4504.07,4509.28,64661402
DSEX,03/31/2015,4511.86,4535.39,4493.17,4530.48,87837044
DSEX,04/01/2015,4528.66,4554.24,4509.69,4513.10,75498687
DSEX,04/02/2015,4518.22,4518.22,4462.14,4472.13,53648169
DSEX,04/05/2015,4472.46,4479.55,4425.54,4431.10,60807452
DSEX,04/06/2015,4431.67,4454.76,4392.87,4397.25,65345463
DSEX,04/07/2015,4397.54,4405.49,4329.01,4345.03,69009577
DSEX,04/08/2015,4347.12,4361.93,4294.31,4347.13,74537365
DSEX,04/09/2015,4357.11,4385.19,4338.41,4345.89,69917748
DSEX,04/12/2015,4345.89,4357.62,4294.46,4305.26,63047525
DSEX,04/13/2015,4305.26,4312.02,4276.73,4291.62,83700534
DSEX,04/15/2015,4291.62,4366.58,4291.62,4360.49,103718962
DSEX,04/16/2015,4360.49,4410.49,4360.49,4373.33,115281877
DSEX,04/19/2015,4373.33,4396.82,4354.01,4373.65,135474340
DSEX,04/20/2015,4373.65,4390.70,4301.36,4308.44,103200092
DSEX,04/21/2015,4308.44,4322.72,4280.15,4283.24,98418370
DSEX,04/22/2015,4283.24,4310.06,4250.65,4252.94,112345060
DSEX,04/23/2015,4252.94,4264.15,4180.22,4192.20,81568218
DSEX,04/26/2015,4192.20,4200.74,4087.58,4094.47,71343923
DSEX,04/27/2015,4094.47,4126.65,4084.16,4118.48,75809120
DSEX,04/29/2015,4118.48,4141.74,4070.92,4099.20,78624243
DSEX,04/30/2015,4099.20,4104.37,4019.52,4047.28,76662657
DSEX,05/04/2015,4055.05,4060.42,3955.75,3959.73,80336526
DSEX,05/05/2015,3959.73,4024.25,3959.73,4014.37,72632317
DSEX,05/06/2015,4014.37,4097.68,4014.37,4089.88,90777423
DSEX,05/07/2015,4089.88,4159.56,4089.88,4122.32,97577604
DSEX,05/10/2015,4122.32,4282.29,4122.32,4277.05,132518460
DSEX,05/11/2015,4277.05,4384.02,4277.05,4349.22,173038108
DSEX,05/12/2015,4349.22,4386.50,4314.39,4326.61,176601292
DSEX,05/13/2015,4326.61,4363.84,4326.61,4342.66,187893235
DSEX,05/14/2015,4342.66,4370.22,4305.08,4314.88,173322142
DSEX,05/17/2015,4314.88,4333.17,4303.75,4315.99,153775682
DSEX,05/18/2015,4315.99,4419.98,4315.99,4407.42,202787271
DSEX,05/19/2015,4407.42,4484.78,4407.42,4459.28,210296719
DSEX,05/20/2015,4459.28,4486.88,4428.95,4455.57,223195932
DSEX,05/21/2015,4455.57,4526.70,4455.57,4483.28,217497015
DSEX,05/24/2015,4483.28,4505.15,4472.60,4484.62,85877593
DSEX,05/25/2015,4484.62,4621.64,4484.62,4615.01,215257383
DSEX,05/26/2015,4615.01,4672.49,4615.01,4627.16,207314465
DSEX,05/27/2015,4627.16,4646.13,4607.18,4616.12,204980895
DSEX,05/28/2015,4616.12,4643.00,4541.45,4544.70,191773964
DSEX,05/31/2015,4544.70,4608.74,4544.70,4586.95,168984548
DSEX,06/01/2015,4586.95,4662.81,4586.95,4623.63,236141627
DSEX,06/02/2015,4623.63,4666.08,4580.37,4586.84,189147733
DSEX,06/04/2015,4586.84,4607.69,4569.73,4591.42,125825247
DSEX,06/07/2015,4591.42,4678.15,4591.42,4617.70,168167387
DSEX,06/08/2015,4617.70,4642.15,4531.96,4542.27,150173698
DSEX,06/09/2015,4542.27,4564.22,4508.68,4513.97,143355535
DSEX,06/10/2015,4513.97,4590.13,4513.97,4556.68,155201397
DSEX,06/11/2015,4556.68,4582.50,4509.12,4515.13,131043062
DSEX,06/14/2015,4515.13,4521.22,4440.10,4453.36,102741918
DSEX,06/15/2015,4453.36,4487.18,4436.82,4477.55,93050778
DSEX,06/16/2015,4477.55,4513.37,4477.55,4506.71,126894059
DSEX,06/17/2015,4506.71,4535.83,4506.71,4527.41,112227156
DSEX,06/18/2015,4527.41,4539.07,4497.01,4519.85,112994183
DSEX,06/21/2015,4519.85,4526.72,4494.49,4511.46,87924485
DSEX,06/22/2015,4511.46,4533.68,4500.74,4503.98,104738648
DSEX,06/23/2015,4503.98,4528.04,4484.09,4489.45,113070684
DSEX,06/24/2015,4489.45,4499.76,4452.24,4457.24,99415909
DSEX,06/25/2015,4457.24,4465.93,4426.81,4455.28,87348957
DSEX,06/28/2015,4455.28,4506.84,4455.28,4502.22,85034061
DSEX,06/29/2015,4502.22,4533.58,4502.22,4531.98,97207851
DSEX,06/30/2015,4531.98,4583.15,4531.98,4583.10,149695464
DSEX,07/02/2015,4583.10,4597.82,4551.57,4572.58,148071066
DSEX,07/05/2015,4572.58,4592.98,4530.31,4536.00,123927060
DSEX,07/06/2015,4536.00,4538.74,4513.66,4526.71,113185199
DSEX,07/07/2015,4526.71,4571.82,4526.71,4565.24,123777808
DSEX,07/08/2015,4565.24,4592.54,4565.24,4579.72,130139206
DSEX,07/09/2015,4579.72,4606.08,4579.72,4599.91,124060649
DSEX,07/12/2015,4599.91,4621.98,4592.95,4615.19,123586200
DSEX,07/13/2015,4615.19,4637.04,4607.24,4628.85,117188881
DSEX,07/14/2015,4628.85,4657.80,4621.12,4656.13,117396674
DSEX,07/21/2015,4644.30,4737.03,4644.30,4731.31,107824468
DSEX,07/22/2015,4750.25,4758.85,4723.00,4741.97,141017801
DSEX,07/23/2015,4755.99,4808.90,4741.97,4808.39,174096106
DSEX,07/26/2015,4832.61,4832.61,4781.82,4786.49,177159726
DSEX,07/27/2015,4793.80,4793.80,4767.38,4775.27,149478878
DSEX,07/28/2015,4782.04,4801.51,4771.63,4797.17,188919373
DSEX,07/29/2015,4809.63,4809.75,4770.83,4777.90,182103872
DSEX,07/30/2015,4775.54,4795.69,4762.31,4792.30,162525672
DSEX,08/02/2015,4792.30,4814.21,4790.48,4802.02,194680382
DSEX,08/03/2015,4811.68,4864.89,4802.02,4862.55,207388511
DSEX,08/04/2015,4862.55,4895.76,4862.55,4871.81,265053962
DSEX,08/05/2015,4871.81,4910.88,4842.58,4873.96,236012747
DSEX,08/06/2015,4881.29,4886.38,4856.58,4864.45,173724391
DSEX,08/09/2015,4864.45,4878.00,4841.27,4844.35,151228994
DSEX,08/10/2015,4844.35,4862.24,4812.34,4815.63,153630440
DSEX,08/11/2015,4815.63,4834.04,4788.22,4791.47,132162439
DSEX,08/12/2015,4792.20,4828.06,4791.47,4821.62,133930843
DSEX,08/13/2015,4836.93,4854.33,4806.86,4808.87,161511046
DSEX,08/16/2015,4808.87,4819.37,4780.22,4783.80,131463113
DSEX,08/17/2015,4783.80,4825.86,4763.78,4768.01,158137766
DSEX,08/18/2015,4768.01,4813.04,4756.69,4809.27,145392177
DSEX,08/19/2015,4809.27,4834.52,4803.25,4816.97,142624739
DSEX,08/20/2015,4816.97,4843.31,4801.72,4840.15,144480216
DSEX,08/23/2015,4840.15,4861.90,4827.32,4831.71,127228029
DSEX,08/24/2015,4831.71,4839.37,4790.24,4793.99,103077484
DSEX,08/25/2015,4793.99,4805.80,4765.50,4792.93,116832322
DSEX,08/26/2015,4792.93,4807.59,4792.93,4805.65,109929230
DSEX,08/27/2015,4805.65,4823.44,4797.18,4812.82,103525568
DSEX,08/30/2015,4812.82,4823.10,4788.42,4790.97,85726052
DSEX,08/31/2015,4790.97,4795.25,4757.21,4768.66,81683707
DSEX,09/01/2015,4768.66,4770.96,4715.41,4724.51,104906281
DSEX,09/02/2015,4724.51,4770.65,4724.51,4763.88,90929998
DSEX,09/03/2015,4763.88,4772.70,4748.61,4765.72,131508909
DSEX,09/06/2015,4765.72,4778.95,4762.27,4772.65,126706946
DSEX,09/07/2015,4772.65,4801.38,4772.65,4791.91,140913242
DSEX,09/08/2015,4791.91,4808.21,4767.86,4784.46,133140241
DSEX,09/09/2015,4784.46,4788.90,4755.76,4758.43,125617424
DSEX,09/10/2015,4758.43,4772.61,4750.39,4760.14,119301336
DSEX,09/13/2015,4760.14,4778.15,4760.14,4768.30,118345204
DSEX,09/14/2015,4768.30,4798.30,4768.30,4786.19,115759550
DSEX,09/15/2015,4786.19,4816.53,4786.19,4801.80,113184567
DSEX,09/16/2015,4801.80,4811.05,4789.47,4796.81,125905050
DSEX,09/17/2015,4796.81,4821.95,4796.43,4819.45,120860357
DSEX,09/20/2015,4819.45,4846.03,4818.23,4830.68,100818575
DSEX,09/21/2015,4830.68,4842.37,4830.58,4841.61,105737025
DSEX,09/22/2015,4841.61,4860.82,4841.61,4853.29,87640982
DSEX,09/28/2015,4853.29,4886.25,4853.29,4866.75,85493597
DSEX,09/29/2015,4866.75,4872.08,4840.55,4853.17,108132054
DSEX,09/30/2015,4853.17,4865.59,4841.23,4852.08,136800246
DSEX,10/01/2015,4852.08,4859.83,4841.54,4856.96,120780649
DSEX,10/04/2015,4856.96,4864.21,4811.22,4814.60,95397553
DSEX,10/05/2015,4814.60,4834.45,4782.72,4831.59,100856066
DSEX,10/06/2015,4831.59,4854.76,4829.33,4833.33,113052751
DSEX,10/07/2015,4833.33,4841.92,4796.18,4800.62,140800873
DSEX,10/08/2015,4800.62,4813.68,4777.85,4781.36,116036908
DSEX,10/11/2015,4781.36,4781.81,4701.20,4728.12,115364834
DSEX,10/12/2015,4728.12,4779.61,4728.12,4776.15,134768873
DSEX,10/13/2015,4776.15,4801.74,4767.64,4779.66,131465036
DSEX,10/14/2015,4779.66,4782.50,4712.67,4716.08,93769180
DSEX,10/15/2015,4716.08,4736.24,4669.79,4676.62,115000188
DSEX,10/18/2015,4676.62,4683.13,4599.87,4608.03,85236913
DSEX,10/19/2015,4608.03,4646.81,4599.57,4644.63,89761030
DSEX,10/20/2015,4644.63,4682.72,4635.98,4657.65,90524953
DSEX,10/21/2015,4657.65,4661.54,4628.34,4647.67,104968830
DSEX,10/25/2015,4647.67,4655.93,4623.85,4649.28,95928595
DSEX,10/26/2015,4649.28,4663.91,4627.12,4630.57,101704691
DSEX,10/27/2015,4630.57,4632.33,4586.62,4589.33,89652737
DSEX,10/28/2015,4589.33,4594.18,4559.36,4579.37,80985601
DSEX,10/29/2015,4579.37,4610.33,4560.83,4564.48,146758732
DSEX,11/01/2015,4564.48,4566.39,4490.02,4514.85,79650122
DSEX,11/02/2015,4514.85,4541.33,4500.20,4536.05,75805324
DSEX,11/03/2015,4536.05,4558.58,4535.34,4551.51,84001948
DSEX,11/04/2015,4551.51,4555.17,4508.03,4511.31,77559652
DSEX,11/05/2015,4511.31,4522.62,4498.50,4502.16,85494974
DSEX,11/08/2015,4504.45,4508.76,4438.78,4443.14,82926286
DSEX,11/09/2015,4443.65,4456.04,4404.31,4416.90,79615095
DSEX,11/10/2015,4424.76,4444.74,4401.88,4410.57,79061777
DSEX,11/11/2015,4406.54,4423.78,4367.68,4371.54,76917961
DSEX,11/12/2015,4376.81,4434.35,4371.54,4433.57,87877213
DSEX,11/15/2015,4442.77,4443.92,4417.64,4424.20,63933464
DSEX,11/16/2015,4441.65,4484.86,4424.20,4475.81,101992087
DSEX,11/17/2015,4485.97,4503.21,4475.81,4496.35,103210970
DSEX,11/18/2015,4499.10,4505.18,4467.33,4496.68,94167576
DSEX,11/19/2015,4500.11,4534.48,4496.68,4531.62,112736938
DSEX,11/22/2015,4536.88,4597.71,4529.30,4596.81,123690253
DSEX,11/23/2015,4639.60,4655.26,4577.09,4585.10,155518031
DSEX,11/24/2015,4587.12,4608.17,4568.79,4574.05,136464493
DSEX,11/25/2015,4580.72,4602.67,4565.75,4568.01,110942351
DSEX,11/26/2015,4570.07,4596.03,4562.60,4573.75,102467047
DSEX,11/29/2015,4584.16,4596.09,4571.32,4580.76,122543505
DSEX,11/30/2015,4582.65,4601.95,4570.15,4580.99,120299671
DSEX,12/01/2015,4584.39,4632.95,4580.99,4621.67,119606472
DSEX,12/02/2015,4626.84,4640.37,4618.27,4619.51,144607524
DSEX,12/03/2015,4625.83,4651.06,4619.51,4641.03,143689591
DSEX,12/06/2015,4650.45,4679.92,4641.03,4654.74,134457936
DSEX,12/07/2015,4656.98,4660.03,4603.60,4608.04,112590126
DSEX,12/08/2015,4611.55,4624.80,4577.93,4593.48,94370380
DSEX,12/09/2015,4599.01,4610.07,4583.42,4587.37,96081415
DSEX,12/10/2015,4586.20,4598.25,4572.73,4583.41,92582766
DSEX,12/13/2015,4585.43,4596.10,4537.73,4542.73,70813386
DSEX,12/14/2015,4543.33,4551.72,4521.99,4533.91,83098160
DSEX,12/15/2015,4537.08,4541.66,4503.17,4513.97,84345976
DSEX,12/17/2015,4516.77,4538.07,4513.61,4520.87,69578655
DSEX,12/20/2015,4525.25,4532.96,4508.43,4511.53,78853032
DSEX,12/21/2015,4534.19,4581.75,4511.53,4578.87,96858253
DSEX,12/22/2015,4582.41,4618.04,4578.87,4593.73,114713704
DSEX,12/23/2015,4597.86,4600.20,4572.45,4588.74,96620913
DSEX,12/24/2015,4592.25,4613.19,4588.74,4608.32,96998177
DSEX,12/27/2015,4614.56,4628.41,4598.64,4602.51,81499290
DSEX,12/28/2015,4601.92,4611.84,4588.04,4592.33,92790787
DSEX,12/29/2015,4591.18,4606.10,4587.35,4596.81,90617391
DSEX,12/30/2015,4598.05,4616.31,4595.26,4604.91,89849971
DSEX,12/31/2015,4610.37,4631.64,4603.90,4629.64,97047649
DSEX,01/03/2016,4634.69,4650.81,4619.60,4624.01,96065340
DSEX,01/04/2016,4626.69,4635.76,4608.57,4617.73,106430893
DSEX,01/05/2016,4622.11,4649.94,4617.73,4643.25,156154254
DSEX,01/06/2016,4647.14,4683.65,4643.25,4679.80,176584399
DSEX,01/07/2016,4683.54,4694.32,4666.27,4676.08,160040422
DSEX,01/10/2016,4676.56,4694.55,4673.98,4674.83,167234083
DSEX,01/11/2016,4675.98,4701.57,4659.59,4663.62,162805486
DSEX,01/12/2016,4664.94,4677.70,4651.95,4665.43,167834474
DSEX,01/13/2016,4670.87,4696.69,4665.43,4686.05,236197671
DSEX,01/14/2016,4690.61,4727.60,4686.05,4694.95,249529023
DSEX,01/17/2016,4704.32,4707.84,4671.03,4674.82,168944272
DSEX,01/18/2016,4677.57,4693.80,4674.20,4687.20,222602529
DSEX,01/19/2016,4693.55,4707.72,4687.20,4697.50,240561598
DSEX,01/20/2016,4700.84,4709.60,4666.03,4669.51,227648967
DSEX,01/21/2016,4671.36,4684.59,4649.71,4657.94,146411027
DSEX,01/24/2016,4655.37,4657.94,4601.94,4626.13,150725942
DSEX,01/25/2016,4631.81,4638.32,4618.98,4620.32,160104711
DSEX,01/26/2016,4624.17,4638.91,4603.49,4610.11,145327617
DSEX,01/27/2016,4612.70,4622.92,4580.26,4585.98,118733240
DSEX,01/28/2016,4588.61,4599.73,4562.40,4573.58,126109550
DSEX,01/31/2016,4585.67,4589.47,4534.21,4540.89,123288002
DSEX,02/01/2016,4539.26,4567.41,4532.84,4560.42,115072027
DSEX,02/02/2016,4563.73,4604.93,4560.42,4591.09,134724361
DSEX,02/03/2016,4596.90,4610.18,4567.44,4573.33,110444514
DSEX,02/04/2016,4574.74,4585.41,4559.16,4571.11,107049522
DSEX,02/07/2016,4574.11,4594.09,4569.51,4580.49,98500820
DSEX,02/08/2016,4581.63,4590.52,4559.25,4560.76,86500105
DSEX,02/09/2016,4564.01,4572.95,4534.20,4570.01,92339493
DSEX,02/10/2016,4574.05,4588.55,4566.74,4573.42,94301520
DSEX,02/11/2016,4580.13,4590.18,4573.42,4581.34,118499665
DSEX,02/14/2016,4587.97,4598.86,4576.78,4580.55,92309274
DSEX,02/15/2016,4587.24,4601.68,4580.28,4585.04,101308540
DSEX,02/16/2016,4585.04,4598.65,4574.79,4578.85,112131095
DSEX,02/17/2016,4578.85,4591.57,4574.11,4580.79,119049132
DSEX,02/18/2016,4580.79,4594.18,4578.81,4587.66,107108815
DSEX,02/22/2016,4587.66,4597.43,4571.74,4577.61,111260650
DSEX,02/23/2016,4577.61,4602.52,4577.61,4598.34,146175466
DSEX,02/24/2016,4598.34,4623.29,4573.67,4579.52,148688236
DSEX,02/25/2016,4579.52,4590.47,4563.21,4567.56,132814336
DSEX,02/28/2016,4567.56,4580.65,4533.78,4536.84,124204376
DSEX,02/29/2016,4536.84,4545.10,4508.45,4511.96,130450315
DSEX,03/01/2016,4511.96,4526.50,4480.83,4484.03,119532189
DSEX,03/02/2016,4484.03,4504.63,4454.48,4462.17,152086328
DSEX,03/03/2016,4462.17,4487.00,4459.12,4472.83,92740917
DSEX,03/06/2016,4472.83,4472.83,4430.38,4435.46,82884948
DSEX,03/07/2016,4435.46,4452.84,4435.46,4443.63,85014666
DSEX,03/08/2016,4443.63,4460.91,4442.70,4453.89,89062371
DSEX,03/09/2016,4453.89,4469.84,4452.02,4457.80,93659753
DSEX,03/10/2016,4457.80,4487.16,4457.80,4484.52,111966997
DSEX,03/13/2016,4484.52,4491.73,4470.82,4480.18,100368015
DSEX,03/14/2016,4480.18,4484.18,4465.14,4467.61,103712782
DSEX,03/15/2016,4467.61,4502.58,4467.61,4475.89,123206059
DSEX,03/16/2016,4475.89,4478.39,4443.85,4446.28,111719196
DSEX,03/20/2016,4446.28,4447.34,4402.12,4430.28,117588409
DSEX,03/21/2016,4430.28,4454.57,4430.28,4442.15,143299811
DSEX,03/22/2016,4442.15,4450.40,4406.39,4410.22,97756952
DSEX,03/23/2016,4410.22,4416.98,4370.40,4381.16,127895160
DSEX,03/24/2016,4381.16,4390.94,4366.37,4370.49,99489387
DSEX,03/27/2016,4370.49,4372.94,4350.65,4355.93,94102845
DSEX,03/28/2016,4355.93,4362.75,4300.97,4302.57,93754764
DSEX,03/29/2016,4302.57,4320.05,4285.54,4311.80,85795140
DSEX,03/30/2016,4311.80,4351.31,4311.64,4335.29,104311651
DSEX,03/31/2016,4335.29,4362.00,4335.29,4357.53,126225104
DSEX,04/03/2016,4357.53,4380.68,4357.53,4379.23,117567374
DSEX,04/04/2016,4379.23,4432.29,4379.23,4431.65,142794778
DSEX,04/05/2016,4431.65,4435.63,4405.13,4409.72,99594652
DSEX,04/06/2016,4409.72,4416.91,4401.90,4413.85,126668941
DSEX,04/07/2016,4413.85,4450.27,4413.85,4443.06,123149677
DSEX,04/10/2016,4443.06,4466.27,4425.10,4431.12,118977127
DSEX,04/11/2016,4431.12,4433.16,4398.83,4401.78,112097514
DSEX,04/12/2016,4401.78,4423.76,4399.17,4407.52,100542723
DSEX,04/13/2016,4407.52,4417.66,4400.48,4408.64,91376428
DSEX,04/17/2016,4408.64,4413.12,4381.57,4393.34,83395892
DSEX,04/18/2016,4393.34,4405.84,4385.19,4391.42,118239334
DSEX,04/19/2016,4391.42,4403.60,4353.81,4357.63,82941125
DSEX,04/20/2016,4357.63,4373.97,4345.08,4359.39,106690048
DSEX,04/21/2016,4359.39,4372.52,4338.38,4340.34,100601476
DSEX,04/24/2016,4340.34,4342.96,4320.32,4338.24,84638409
DSEX,04/25/2016,4338.24,4353.35,4319.25,4321.62,71053320
DSEX,04/26/2016,4321.62,4321.62,4278.88,4281.93,80430039
DSEX,04/27/2016,4281.93,4282.57,4234.12,4238.94,104352182
DSEX,04/28/2016,4238.94,4254.32,4184.99,4195.69,114920176
DSEX,05/02/2016,4195.69,4204.76,4146.09,4171.40,100317982
DSEX,05/03/2016,4171.40,4275.86,4171.40,4272.17,124839856
DSEX,05/04/2016,4272.17,4283.00,4243.81,4258.20,104471354
DSEX,05/05/2016,4258.20,4307.71,4258.20,4306.79,119559933
DSEX,05/08/2016,4306.79,4341.20,4306.79,4340.06,95114367
DSEX,05/09/2016,4340.06,4347.86,4316.70,4329.39,101617505
DSEX,05/10/2016,4329.39,4338.73,4323.44,4330.31,113416780
DSEX,05/11/2016,4330.31,4332.22,4309.71,4318.44,78777472
DSEX,05/12/2016,4318.44,4318.45,4294.17,4298.65,73023217
DSEX,05/15/2016,4298.65,4300.98,4269.19,4275.47,66622830
DSEX,05/16/2016,4275.47,4296.62,4272.85,4288.64,98703514
DSEX,05/17/2016,4288.64,4328.35,4288.64,4326.63,81281247
DSEX,05/18/2016,4326.63,4370.37,4326.63,4364.31,101498353
DSEX,05/19/2016,4364.31,4401.67,4364.31,4392.87,124921416
DSEX,05/22/2016,4392.87,4400.68,4371.57,4394.31,106204101
DSEX,05/24/2016,4394.31,4414.47,4392.28,4394.06,115712401
DSEX,05/25/2016,4394.06,4402.14,4362.20,4366.03,108044714
DSEX,05/26/2016,4366.03,4392.82,4358.65,4388.00,109676461
DSEX,05/29/2016,4388.00,4429.24,4388.00,4426.78,149353410
DSEX,05/30/2016,4433.69,4450.86,4418.84,4423.00,148782502
DSEX,05/31/2016,4426.36,4432.30,4411.79,4419.39,114935939
DSEX,06/01/2016,4420.35,4432.84,4412.51,4421.79,124159873
DSEX,06/02/2016,4428.82,4449.60,4421.79,4446.08,151898338
DSEX,06/05/2016,4451.12,4453.06,4417.41,4425.89,93293368
DSEX,06/06/2016,4427.17,4427.23,4392.14,4410.93,82112042
DSEX,06/07/2016,4411.18,4425.67,4393.74,4412.51,98209014
DSEX,06/08/2016,4414.24,4432.61,4412.51,4420.42,84067626
DSEX,06/09/2016,4420.91,4429.37,4410.23,4418.98,86236296
DSEX,06/12/2016,4418.10,4427.40,4406.99,4409.40,80672282
DSEX,06/13/2016,4403.43,4414.23,4401.54,4405.40,87521739
DSEX,06/14/2016,4406.66,4421.23,4404.13,4409.08,106768113
DSEX,06/15/2016,4412.25,4417.70,4400.87,4411.99,98351046
DSEX,06/16/2016,4412.16,4417.72,4393.66,4395.27,95134623
DSEX,06/19/2016,4396.95,4404.36,4386.39,4387.78,91854378
DSEX,06/20/2016,4387.55,4391.32,4366.14,4369.00,80966255
DSEX,06/21/2016,4367.54,4379.43,4360.30,4363.11,110047989
DSEX,06/22/2016,4364.24,4374.87,4360.61,4366.24,114146872
DSEX,06/23/2016,4372.67,4383.13,4366.24,4381.46,106684667
DSEX,06/26/2016,4380.00,4383.96,4356.34,4380.22,86301909
DSEX,06/27/2016,4381.99,4415.44,4380.22,4412.82,93661119
DSEX,06/28/2016,4417.21,4451.36,4412.82,4451.36,116244928
DSEX,06/29/2016,4452.99,4474.62,4445.23,4470.26,141071515
DSEX,06/30/2016,4474.35,4515.25,4470.26,4507.58,106797272
DSEX,07/10/2016,4501.05,4507.58,4441.73,4495.18,75900007
DSEX,07/11/2016,4500.00,4506.76,4493.98,4505.17,103593207
DSEX,07/12/2016,4505.05,4546.31,4492.12,4544.70,128045384
DSEX,07/13/2016,4545.53,4566.07,4532.49,4538.08,109274924
DSEX,07/14/2016,4540.75,4546.11,4530.61,4537.91,120599699
DSEX,07/16/2016,4544.17,4560.30,4537.91,4554.74,95940986
DSEX,07/17/2016,4557.62,4564.21,4542.85,4558.94,114342083
DSEX,07/18/2016,4561.35,4580.70,4558.94,4571.81,151340950
DSEX,07/19/2016,4573.01,4583.72,4552.23,4556.92,109911268
DSEX,07/20/2016,4559.26,4563.29,4535.59,4554.54,90851927
DSEX,07/21/2016,4556.28,4575.27,4551.10,4553.78,101076887
